typeID,attributeID,valueInt,valueFloat
12611,422,2,
12614,114,,0.0
12614,116,,0.0
12614,117,,5.0
12614,118,,6.0
12614,124,11835778,
12614,128,1,
12614,137,74,
12614,182,12210,
12614,244,,0.75
12614,277,1,
12614,422,2,
12614,612,,0.0
12614,613,,0.0
12614,633,5,
12631,114,,0.0
12631,116,,9.0
12631,117,,5.0
12631,118,,0.0
12631,120,,0.25
12631,124,11835778,
12631,128,1,
12631,137,55,
12631,182,12201,
12631,277,1,
12631,422,2,
12631,612,,0.0
12631,613,,0.0
12631,633,5,
12631,779,,0.25
12634,422,2,
12717,6,,800.0
12717,9,40,
12717,30,4000,
12717,50,150,
12717,73,,24000.0
12717,182,3427,
12717,277,5,
12717,422,1,
12717,554,,-160.0
12717,633,0,
12717,763,1,
12734,422,2,
12777,114,,0.0
12777,118,,0.0
12777,120,,0.5
12777,124,11835778,
12777,128,2,
12777,137,55,
12777,182,12208,
12777,277,1,
12777,422,2,
12777,608,,1.0
12777,612,,0.0
12777,613,,0.0
12777,633,5,
12777,779,,0.5
12780,422,2,
12797,114,,12.0
12797,116,,0.0
12797,117,,0.0
12797,118,,12.0
12797,120,,0.85
12797,124,11835778,
12797,128,2,
12797,137,74,
12797,146,,1.0
12797,182,12206,
12797,204,,1.0
12797,244,,1.0
12797,277,1,
12797,306,,1.0
12797,317,0,
12797,422,2,
12797,554,0,
12797,612,,0.0
12797,613,,0.0
12797,633,5,
12797,779,,0.85
12800,422,2,
12803,114,,0.0
12803,116,,0.0
12803,117,,24.0
12803,118,,32.0
12803,120,,0.25
12803,124,11835778,
12803,128,3,
12803,137,74,
12803,182,12207,
12803,277,1,
12803,422,2,
12803,612,,0.0
12803,613,,0.0
12803,633,5,
12803,779,,0.75
12817,422,2,
12820,9,1,
12820,114,,36.0
12820,116,,0.0
12820,117,,0.0
12820,118,,8.0
12820,124,2833864,
12820,128,3,
12820,137,53,
12820,182,12215,
12820,244,,0.75
12820,277,1,
12820,317,0,
12820,422,2,
12820,612,,0.0
12820,613,,0.0
12820,633,5,
12820,779,,1.5
12820,783,,0.1
12820,784,,0.01
12820,786,1,
12823,422,2,
13069,180,168,
13069,181,164,
13069,182,3443,
13069,275,,4.0
13069,277,2,
13069,280,0,
13072,180,168,
13072,181,164,
13072,182,3443,
13072,275,,4.0
13072,277,2,
13072,280,0,
13218,182,3411,
13218,277,3,
13218,292,3,
13218,331,10,
13218,422,1,
13235,317,-3,
13235,331,9,
13235,422,1,
13238,317,-3,
13238,331,8,
13238,422,1,
13255,310,-3,
13255,331,7,
13255,422,1,
13258,312,-3,
13258,331,6,
13258,422,1,
13261,313,3,
13261,331,6,
13261,422,1,
13278,180,165,
13278,181,166,
13278,182,3402,
13278,183,3551,
13278,275,,3.0
13278,280,0,
13776,6,,0.0
13776,9,40,
13776,47,1,
13776,56,1,
13776,63,,0.0
13776,64,,3.09375
13776,128,1,
13776,182,3302,
13776,183,3300,
13776,277,1,
13776,278,1,
13776,422,1,
13776,604,83,
13776,1180,,0.01
13776,1210,,15.0
13776,1211,,0.8
13776,1212,1,
13779,6,,0.0
13779,9,40,
13779,47,1,
13779,56,1,
13779,63,,0.0
13779,128,1,
13779,158,,8750.0
13779,182,3302,
13779,183,3300,
13779,277,1,
13779,278,1,
13779,422,1,
13779,604,83,
13779,1180,,0.01
13779,1205,,-15.0
13779,1211,,2.0
13779,1212,1,
13799,6,,8.7525
13799,9,40,
13799,47,1,
13799,61,0,
13799,128,2,
13799,158,,6000.0
13799,182,3306,
13799,183,3300,
13799,277,1,
13799,278,3,
13799,422,1,
13799,604,86,
13799,633,8,
13799,1180,,0.01
13799,1205,,-15.0
13799,1211,,0.7
13799,1212,1,
13819,6,,4.0875
13819,9,40,
13819,47,1,
13819,61,0,
13819,128,2,
13819,158,,1000.0
13819,182,3306,
13819,183,3300,
13819,277,1,
13819,278,3,
13819,422,1,
13819,604,86,
13819,633,8,
13819,1180,,0.01
13819,1205,,-15.0
13819,1211,,0.5
13819,1212,1,
13822,9,40,
13822,30,8,
13822,47,1,
13822,61,0,
13822,128,1,
13822,182,3303,
13822,183,3300,
13822,277,1,
13822,278,1,
13822,422,1,
13822,604,86,
13822,633,8,
13822,1180,,0.01
13822,1205,,-15.0
13822,1212,1,
13865,9,40,
13865,47,1,
13865,51,3250,
13865,54,11700,
13865,56,1,
13865,61,0,
13865,63,,0.0
13865,124,8627698,
13865,128,1,
13865,158,,5000.0
13865,182,3301,
13865,183,3300,
13865,277,1,
13865,278,1,
13865,422,1,
13865,604,85,
13865,633,8,
13865,1180,,0.01
13865,1205,,-15.0
13865,1211,,0.8
13865,1212,1,
13879,9,40,
13879,47,1,
13879,51,9563,
13879,54,62400,
13879,56,1,
13879,61,0,
13879,63,,0.0
13879,124,8627698,
13879,128,3,
13879,158,,24000.0
13879,182,3307,
13879,183,3300,
13879,277,1,
13879,278,5,
13879,422,1,
13879,604,85,
13879,633,8,
13879,1180,,0.01
13879,1205,,-15.0
13879,1211,,1.0
13879,1212,1,
13882,9,40,
13882,47,1,
13882,51,5850,
13882,54,28800,
13882,56,1,
13882,61,0,
13882,63,,0.0
13882,124,8627698,
13882,128,3,
13882,158,,12000.0
13882,182,3307,
13882,183,3300,
13882,277,1,
13882,278,5,
13882,422,1,
13882,604,85,
13882,633,8,
13882,1180,,0.01
13882,1205,,-15.0
13882,1211,,0.7
13882,1212,1,
13885,9,40,
13885,47,1,
13885,51,4500,
13885,54,2625,
13885,56,1,
13885,61,0,
13885,63,,0.0
13885,124,8627698,
13885,128,2,
13885,158,,4000.0
13885,182,3304,
13885,183,3300,
13885,277,1,
13885,278,3,
13885,422,1,
13885,604,85,
13885,633,8,
13885,1180,,0.01
13885,1210,,15.0
13885,1211,,0.7
13885,1212,1,
13922,9,40,
13922,30,90,
13922,47,1,
13922,50,55,
13922,51,10500,
13922,56,1,
13922,277,1,
13922,422,1,
13922,604,385,
13922,605,395,
13922,633,8,
13922,1180,,0.01
13922,1205,,-15.0
13922,1211,,1.6
13922,1212,1,
13925,9,40,
13925,47,1,
13925,56,1,
13925,277,1,
13925,422,1,
13925,604,384,
13925,605,394,
13925,1180,,0.01
13925,1205,,-15.0
13925,1212,1,
13945,9,40,
13945,30,1,
13945,50,20,
13945,182,3318,
13945,277,1,
13945,422,1,
13945,633,8,
13948,6,128,
13948,9,40,
13948,30,150,
13948,50,85,
13948,73,,3200.0
13948,182,3416,
13948,277,2,
13948,422,1,
13948,633,8,
13948,1180,,0.01
13948,1206,,-15.0
13948,1211,,1.1
13948,1212,1,
13948,1231,,10.0
13962,6,36,
13962,9,40,
13962,30,5,
13962,50,4,
13962,73,,6000.0
13962,182,3393,
13962,183,3392,
13962,277,1,
13962,278,1,
13962,422,1,
13962,633,7,
13962,1180,,0.01
13962,1206,,-15.0
13962,1211,,5.4
13962,1212,1,
13962,1230,,10.0
13965,6,20,
13965,9,40,
13965,30,1,
13965,50,30,
13965,73,,12000.0
13965,182,3420,
13965,277,1,
13965,422,1,
13965,633,9,
13965,984,,-55.0
13965,985,,0.0
13965,986,,0.0
13965,987,,0.0
13965,1180,,0.01
13965,1208,,20.0
13965,1211,,4.0
13965,1212,1,
13968,6,20,
13968,9,40,
13968,30,1,
13968,50,30,
13968,73,,12000.0
13968,182,3420,
13968,277,1,
13968,422,1,
13968,633,9,
13968,984,,0.0
13968,985,,0.0
13968,986,,-55.0
13968,987,,0.0
13968,1180,,0.01
13968,1208,,20.0
13968,1211,,4.0
13968,1212,1,
13988,6,10,
13988,9,40,
13988,30,1,
13988,50,33,
13988,73,,20000.0
13988,633,8,
13988,984,,0.0
13988,985,,-50.0
13988,986,,0.0
13988,987,,0.0
13988,1180,,0.01
13988,1208,,20.0
13988,1211,,6.6
13988,1212,1,
14005,9,40,
14005,30,1,
14005,50,0,
14005,148,,1.0
14005,182,3394,
14005,277,1,
14005,422,1,
14005,633,8,
14005,984,,0.0
14005,985,,0.0
14005,986,,-26.4
14005,987,,0.0
14025,9,40,
14025,30,1,
14025,50,0,
14025,148,,1.0
14025,182,3394,
14025,277,1,
14025,422,1,
14025,633,9,
14025,984,,0.0
14025,985,,0.0
14025,986,,0.0
14025,987,,-30.0
14031,9,40,
14031,30,1,
14031,72,0,
14031,182,3425,
14031,277,1,
14031,422,1,
14031,633,9,
14031,984,,0.0
14031,986,,0.0
14031,987,,0.0
14045,9,40,
14045,30,1,
14045,50,40,
14045,182,3419,
14045,277,1,
14045,422,1,
14045,548,,32.5
14045,633,8,
14045,1213,,100.0
14051,9,40,
14051,30,1,
14051,50,0,
14051,148,,1.0
14051,182,3394,
14051,277,1,
14051,422,1,
14051,633,8,
14051,984,,0.0
14051,985,,0.0
14051,986,,-26.4
14051,987,,0.0
14068,6,160,
14068,9,40,
14068,50,21,
14068,73,,12000.0
14068,182,3393,
14068,183,3392,
14068,277,1,
14068,278,2,
14068,422,1,
14068,633,8,
14068,1180,,0.01
14068,1206,,-15.0
14068,1211,,5.3
14068,1212,1,
14068,1230,,10.0
14088,9,40,
14088,30,1,
14088,50,25,
14088,148,,1.0
14088,182,3394,
14088,277,3,
14088,422,1,
14088,633,9,
14088,984,,-40.0
14088,985,,0.0
14088,986,,0.0
14088,987,,0.0
14108,9,40,
14108,73,,10000.0
14108,182,3450,
14108,277,1,
14108,422,1,
14108,567,15000000,
14108,763,1,
14108,796,,5000000.0
14108,801,0,
14108,1180,,0.04
14108,1211,,5.7
14108,1212,1,
14108,1223,50,
14114,9,40,
14114,30,1375,
14114,50,75,
14114,73,,10000.0
14114,182,3454,
14114,277,1,
14114,422,1,
14114,567,150000000,
14114,763,1,
14114,796,,50000000.0
14114,801,1,
14114,1180,,0.04
14114,1211,,8.2
14114,1212,1,
14114,1223,50,
14128,9,40,
14128,30,0,
14128,134,,1.0
14128,144,,1.0
14128,145,,1.155
14128,146,,1.0
14128,147,,1.0
14128,182,3424,
14128,277,2,
14128,422,1,
14134,9,40,
14134,30,0,
14134,50,16,
14134,134,,0.915
14134,145,,1.075
14134,146,,1.05
14134,182,3424,
14134,277,2,
14134,422,1,
14134,633,8,
14154,6,,0.0
14154,9,40,
14154,30,2000,
14154,50,50,
14154,90,,120.0
14154,182,3423,
14154,277,3,
14154,422,1,
14154,633,8,
14154,1180,,0.01
14154,1206,,-15.0
14154,1212,1,
14174,9,40,
14174,30,1750,
14174,50,40,
14174,56,1,
14174,73,,11250.0
14174,182,3417,
14174,277,1,
14174,422,1,
14174,604,87,
14174,633,7,
14174,1180,,0.01
14174,1206,,-20.0
14174,1211,,3.0
14174,1212,1,
14194,6,,49.0
14194,9,40,
14194,30,200,
14194,50,50,
14194,73,,10000.0
14194,99,6000,
14194,114,150,
14194,116,0,
14194,117,0,
14194,118,0,
14194,182,3421,
14194,277,1,
14194,422,1,
14194,633,9,
14214,6,24,
14214,9,40,
14214,30,8,
14214,50,30,
14214,73,,10000.0
14214,99,3750,
14214,117,63,
14214,182,3421,
14214,277,1,
14214,422,1,
14214,633,9,
14234,9,40,
14234,30,1,
14234,50,60,
14234,182,11579,
14234,277,1,
14234,306,,0.275
14234,422,1,
14234,560,25000,
14234,565,,0.65
14234,633,8,
14234,669,30000,
14254,6,,6.0
14254,9,40,
14254,73,,5000.0
14254,158,,0.0
14254,182,3435,
14254,277,1,
14254,422,1,
14254,1180,,0.01
14254,1211,,5.0
14254,1212,1,
14254,1222,,20.0
14260,6,,5.0
14260,9,40,
14260,158,,0.0
14260,182,3435,
14260,277,1,
14260,422,1,
14260,1180,,0.01
14260,1211,,5.0
14260,1212,1,
14260,1222,,20.0
14274,9,40,
14274,47,1,
14274,56,1,
14274,61,0,
14274,63,,0.0
14274,124,8627698,
14274,128,2,
14274,158,,10000.0
14274,182,3304,
14274,183,3300,
14274,277,1,
14274,278,3,
14274,422,1,
14274,604,85,
14274,633,2,
14274,1180,,0.01
14274,1205,,-15.0
14274,1211,,0.7
14274,1212,1,
14280,9,40,
14280,47,1,
14280,51,7313,
14280,54,37800,
14280,56,1,
14280,61,0,
14280,63,,0.0
14280,124,8627698,
14280,128,3,
14280,158,,20000.0
14280,182,3307,
14280,183,3300,
14280,277,1,
14280,278,5,
14280,422,1,
14280,604,85,
14280,633,1,
14280,1180,,0.01
14280,1205,,-15.0
14280,1211,,0.8
14280,1212,1,
14297,175,0,
14297,176,0,
14297,177,2,
14297,178,0,
14297,179,0,
14297,182,3411,
14297,277,1,
14297,331,2,
14297,422,1,
14343,9,10000,
14343,30,50000,
14343,50,500,
14343,136,,1.0
14343,263,,10000.0
14343,265,15000,
14343,479,,200000.0
14343,484,,0.75
14343,524,,0.75
14343,525,,1.0
14383,9,40,
14383,47,1,
14383,51,7875,
14383,54,6300,
14383,56,1,
14383,61,0,
14383,63,,0.0
14383,124,8627698,
14383,128,3,
14383,158,,10000.0
14383,182,3307,
14383,183,3300,
14383,277,1,
14383,278,5,
14383,422,1,
14383,604,85,
14383,633,12,
14383,1180,,0.01
14383,1210,,15.0
14383,1211,,0.9
14383,1212,1,
14403,9,40,
14403,47,1,
14403,51,9563,
14403,54,65520,
14403,56,1,
14403,61,0,
14403,63,,0.0
14403,124,8627698,
14403,128,3,
14403,158,,24000.0
14403,182,3307,
14403,183,3300,
14403,277,1,
14403,278,5,
14403,422,1,
14403,604,85,
14403,633,13,
14403,1180,,0.01
14403,1205,,-15.0
14403,1211,,1.0
14403,1212,1,
14423,9,40,
14423,47,1,
14423,50,36,
14423,51,7200,
14423,54,42000,
14423,61,0,
14423,64,,3.0
14423,128,3,
14423,158,,12000.0
14423,182,3309,
14423,183,3300,
14423,277,1,
14423,278,5,
14423,422,1,
14423,604,86,
14423,633,14,
14423,1180,,0.01
14423,1205,,-15.0
14423,1211,,0.8
14423,1212,1,
14443,9,40,
14443,47,1,
14443,50,40,
14443,51,7875,
14443,61,0,
14443,64,,4.5
14443,128,3,
14443,182,3309,
14443,183,3300,
14443,277,1,
14443,278,5,
14443,422,1,
14443,604,86,
14443,633,14,
14443,1180,,0.01
14443,1210,,15.0
14443,1211,,0.9
14443,1212,1,
14463,6,,0.0
14463,9,40,
14463,47,1,
14463,56,1,
14463,63,,0.0
14463,128,3,
14463,158,,35000.0
14463,182,3308,
14463,183,3300,
14463,277,1,
14463,278,5,
14463,422,1,
14463,604,83,
14463,1180,,0.01
14463,1205,,-15.0
14463,1211,,2.0
14463,1212,1,
14486,9,40,
14486,73,,10000.0
14486,182,3450,
14486,277,1,
14486,422,1,
14486,567,150000000,
14486,763,1,
14486,796,,50000000.0
14486,801,0,
14486,1180,,0.04
14486,1211,,4.1
14486,1212,1,
14506,9,40,
14506,73,,10000.0
14506,182,3450,
14506,277,1,
14506,422,1,
14506,567,150000000,
14506,763,1,
14506,796,,50000000.0
14506,801,0,
14506,1180,,0.04
14506,1211,,4.1
14506,1212,1,
14526,9,40,
14526,30,1750,
14526,47,1,
14526,50,74,
14526,51,12240,
14526,56,1,
14526,277,1,
14526,422,1,
14526,606,89,
14526,633,13,
14526,1180,,0.01
14526,1205,,-15.0
14526,1211,,1.8
14526,1212,1,
14546,6,150,
14546,9,40,
14546,30,1750,
14546,50,80,
14546,73,,10000.0
14546,99,7800,
14546,114,0,
14546,116,390,
14546,117,0,
14546,118,0,
14546,182,3421,
14546,277,1,
14546,422,1,
14546,633,12,
14572,9,40,
14572,30,1,
14572,50,0,
14572,148,,1.0
14572,182,3394,
14572,277,1,
14572,422,1,
14572,633,11,
14572,984,,0.0
14572,985,,-31.75
14572,986,,0.0
14572,987,,0.0
14592,9,40,
14592,30,1,
14592,50,0,
14592,148,,1.0
14592,182,3394,
14592,277,1,
14592,422,1,
14592,633,13,
14592,984,,0.0
14592,985,,0.0
14592,986,,0.0
14592,987,,-35.25
14652,9,40,
14652,73,,5000.0
14652,158,,0.0
14652,182,3435,
14652,277,1,
14652,422,1,
14652,1180,,0.01
14652,1211,,5.0
14652,1212,1,
14652,1222,,30.0
14672,9,40,
14672,47,1,
14672,50,69,
14672,56,1,
14672,277,1,
14672,422,1,
14672,604,386,
14672,605,396,
14672,633,11,
14672,1180,,0.01
14672,1205,,-15.0
14672,1211,,1.6
14672,1212,1,
14692,6,160,
14692,9,40,
14692,30,1000,
14692,50,88,
14692,73,,10000.0
14692,99,6875,
14692,114,0,
14692,116,0,
14692,117,344,
14692,118,0,
14692,182,3421,
14692,277,1,
14692,422,1,
14692,633,11,
14712,9,40,
14712,30,1,
14712,50,72,
14712,182,3419,
14712,277,1,
14712,422,1,
14712,548,,43.125
14712,633,13,
14712,1213,,100.0
14718,9,40,
14718,30,1,
14718,72,0,
14718,182,3425,
14718,277,1,
14718,422,1,
14718,633,12,
14718,984,,0.0
14718,986,,0.0
14718,987,,0.0
14732,9,40,
14732,30,1,
14732,72,0,
14732,182,3425,
14732,277,1,
14732,422,1,
14732,633,11,
14732,984,,0.0
14732,985,,0.0
14732,987,,0.0
14738,9,40,
14738,30,1,
14738,72,0,
14738,182,3425,
14738,277,1,
14738,422,1,
14738,633,14,
14738,984,,0.0
14738,985,,0.0
14738,987,,0.0
14755,6,20,
14755,9,40,
14755,30,1,
14755,50,42,
14755,73,,12000.0
14755,182,3420,
14755,277,1,
14755,422,1,
14755,633,14,
14755,984,,-64.0
14755,985,,0.0
14755,986,,0.0
14755,987,,0.0
14755,1180,,0.01
14755,1208,,20.0
14755,1211,,4.0
14755,1212,1,
14758,6,20,
14758,9,40,
14758,30,1,
14758,50,39,
14758,73,,12000.0
14758,182,3420,
14758,277,1,
14758,422,1,
14758,633,13,
14758,984,,0.0
14758,985,,-61.75
14758,986,,0.0
14758,987,,0.0
14758,1180,,0.01
14758,1208,,20.0
14758,1211,,4.0
14758,1212,1,
14778,9,40,
14778,30,1,
14778,50,84,
14778,182,11579,
14778,277,1,
14778,306,,0.3025
14778,422,1,
14778,560,22500,
14778,565,,0.715
14778,633,12,
14778,669,30000,
14798,6,130,
14798,9,40,
14798,30,2250,
14798,50,80,
14798,73,,10000.0
14798,99,10500,
14798,114,525,
14798,116,0,
14798,117,0,
14798,118,0,
14798,182,3421,
14798,277,1,
14798,422,1,
14798,633,14,
14818,6,,0.0
14818,9,40,
14818,30,2200,
14818,50,50,
14818,182,3423,
14818,277,3,
14818,422,1,
14818,633,11,
14818,1180,,0.01
14818,1206,,-15.0
14818,1212,1,
14838,6,,500.0
14838,9,40,
14838,30,2400,
14838,50,40,
14838,73,,24000.0
14838,182,3423,
14838,277,3,
14838,422,1,
14838,1180,,0.01
14838,1206,,-15.0
14838,1211,,4.6
14838,1212,1,
14858,9,40,
14858,30,1,
14858,50,0,
14858,148,,1.0
14858,182,3394,
14858,277,1,
14858,422,1,
14858,633,11,
14858,984,,-19.5625
14858,985,,-19.5625
14858,986,,-19.5625
14858,987,,-19.5625
14878,9,40,
14878,30,1,
14878,50,0,
14878,148,,1.0
14878,182,3394,
14878,277,1,
14878,422,1,
14878,633,12,
14878,984,,0.0
14878,985,,0.0
14878,986,,-33.5
14878,987,,0.0
14884,9,40,
14884,30,1,
14884,50,0,
14884,148,,1.0
14884,182,3394,
14884,277,1,
14884,422,1,
14884,633,14,
14884,984,,0.0
14884,985,,0.0
14884,986,,-37.0
14884,987,,0.0
14898,9,40,
14898,30,1,
14898,50,0,
14898,148,,1.0
14898,182,3394,
14898,277,1,
14898,422,1,
14898,633,13,
14898,984,,0.0
14898,985,,-35.25
14898,986,,0.0
14898,987,,0.0
14904,9,40,
14904,30,1,
14904,50,0,
14904,148,,1.0
14904,182,3394,
14904,277,1,
14904,422,1,
14904,633,11,
14904,984,,-31.75
14904,985,,0.0
14904,986,,0.0
14904,987,,0.0
14924,9,40,
14924,30,1,
14924,50,0,
14924,148,,1.0
14924,182,3394,
14924,277,1,
14924,422,1,
14924,633,12,
14924,984,,0.0
14924,985,,0.0
14924,986,,0.0
14924,987,,-33.5
14944,9,40,
14944,30,1,
14944,50,38,
14944,148,,1.0
14944,182,3394,
14944,277,3,
14944,422,1,
14944,633,13,
14944,984,,-28.3125
14944,985,,-28.3125
14944,986,,-28.3125
14944,987,,-28.3125
14964,9,40,
14964,30,1,
14964,50,34,
14964,148,,1.0
14964,182,3394,
14964,277,3,
14964,422,1,
14964,633,14,
14964,984,,0.0
14964,985,,0.0
14964,986,,0.0
14964,987,,-46.0
14984,9,40,
14984,30,1,
14984,50,28,
14984,148,,1.0
14984,182,3394,
14984,277,3,
14984,422,1,
14984,633,11,
14984,984,,0.0
14984,985,,-41.5
14984,986,,0.0
14984,987,,0.0
15004,9,40,
15004,30,1,
15004,50,30,
15004,148,,1.0
15004,182,3394,
15004,277,3,
15004,422,1,
15004,633,12,
15004,984,,0.0
15004,985,,0.0
15004,986,,-43.0
15004,987,,0.0
15024,6,,42.0
15024,9,40,
15024,30,1,
15024,50,21,
15024,73,,20000.0
15024,633,13,
15024,984,,-61.75
15024,985,,0.0
15024,986,,0.0
15024,987,,0.0
15024,1180,,0.01
15024,1208,,20.0
15024,1211,,6.6
15024,1212,1,
15030,6,,46.0
15030,9,40,
15030,30,1,
15030,50,23,
15030,73,,20000.0
15030,633,14,
15030,984,,-64.0
15030,985,,0.0
15030,986,,0.0
15030,987,,0.0
15030,1180,,0.01
15030,1208,,20.0
15030,1211,,6.6
15030,1212,1,
15044,6,,46.0
15044,9,40,
15044,30,1,
15044,50,23,
15044,73,,20000.0
15044,633,14,
15044,984,,0.0
15044,985,,0.0
15044,986,,0.0
15044,987,,-64.0
15044,1180,,0.01
15044,1208,,20.0
15044,1211,,6.6
15044,1212,1,
15050,6,,34.0
15050,9,40,
15050,30,1,
15050,50,18,
15050,73,,20000.0
15050,633,11,
15050,984,,0.0
15050,985,,0.0
15050,986,,-57.25
15050,987,,0.0
15050,1180,,0.01
15050,1208,,20.0
15050,1211,,6.6
15050,1212,1,
15070,6,,38.0
15070,9,40,
15070,30,1,
15070,50,20,
15070,73,,20000.0
15070,633,12,
15070,984,,0.0
15070,985,,-59.5
15070,986,,0.0
15070,987,,0.0
15070,1180,,0.01
15070,1208,,20.0
15070,1211,,6.6
15070,1212,1,
15090,9,40,
15090,30,0,
15090,50,16,
15090,144,,0.69375
15090,182,3424,
15090,277,2,
15090,422,1,
15090,548,,-11.5
15090,633,13,
15110,9,40,
15110,30,0,
15110,50,24,
15110,144,,0.8235
15110,145,,1.09
15110,182,3424,
15110,277,2,
15110,422,1,
15110,633,14,
15130,9,40,
15130,30,1925,
15130,50,40,
15130,56,1,
15130,73,,10687.5
15130,182,3417,
15130,277,1,
15130,422,1,
15130,604,87,
15130,633,11,
15130,1180,,0.01
15130,1206,,-20.0
15130,1211,,2.9
15130,1212,1,
15150,9,40,
15150,30,1,
15150,50,28,
15150,182,3318,
15150,277,1,
15150,422,1,
15170,9,40,
15170,30,1,
15170,50,0,
15170,148,,1.0
15170,182,3394,
15170,277,1,
15170,422,1,
15170,633,14,
15170,984,,-25.75
15170,985,,-25.75
15170,986,,-25.75
15170,987,,-25.75
15176,9,40,
15176,30,1,
15176,50,0,
15176,148,,1.0
15176,182,3394,
15176,277,1,
15176,422,1,
15176,633,13,
15176,984,,0.0
15176,985,,0.0
15176,986,,0.0
15176,987,,-35.25
15190,9,40,
15190,30,1,
15190,50,0,
15190,148,,1.0
15190,182,3394,
15190,277,1,
15190,422,1,
15190,633,12,
15190,984,,0.0
15190,985,,-33.5
15190,986,,0.0
15190,987,,0.0
15196,9,40,
15196,30,1,
15196,50,0,
15196,148,,1.0
15196,182,3394,
15196,277,1,
15196,422,1,
15196,633,11,
15196,984,,0.0
15196,985,,0.0
15196,986,,-31.75
15196,987,,0.0
15210,9,40,
15210,30,1,
15210,50,40,
15210,148,,1.0
15210,182,3394,
15210,277,3,
15210,422,1,
15210,633,14,
15210,984,,-30.25
15210,985,,-30.25
15210,986,,-30.25
15210,987,,-30.25
15216,9,40,
15216,30,1,
15216,50,32,
15216,148,,1.0
15216,182,3394,
15216,277,3,
15216,422,1,
15216,633,13,
15216,984,,0.0
15216,985,,0.0
15216,986,,0.0
15216,987,,-44.5
15236,9,40,
15236,30,1,
15236,50,28,
15236,148,,1.0
15236,182,3394,
15236,277,3,
15236,422,1,
15236,633,11,
15236,984,,0.0
15236,985,,0.0
15236,986,,-41.5
15236,987,,0.0
15256,6,,42.0
15256,9,40,
15256,30,1,
15256,50,21,
15256,73,,20000.0
15256,633,13,
15256,984,,0.0
15256,985,,0.0
15256,986,,0.0
15256,987,,-61.75
15256,1180,,0.01
15256,1208,,20.0
15256,1211,,6.6
15256,1212,1,
15276,9,40,
15276,30,1,
15276,128,1,
15276,182,3428,
15276,277,1,
15276,422,1,
15276,604,910,
15276,633,11,
15296,9,40,
15296,30,0,
15296,144,,0.846375
15296,182,3424,
15296,277,2,
15296,422,1,
15296,633,13,
15399,9,40,
15399,47,1,
15399,50,36,
15399,51,7200,
15399,54,42000,
15399,61,0,
15399,64,,3.0
15399,128,3,
15399,158,,12000.0
15399,182,3309,
15399,183,3300,
15399,277,1,
15399,278,5,
15399,422,1,
15399,604,86,
15399,633,14,
15399,1180,,0.01
15399,1205,,-15.0
15399,1211,,0.8
15399,1212,1,
15405,6,,115.0
15405,9,40,
15405,30,2150,
15405,50,80,
15405,73,,10000.0
15405,99,10500,
15405,114,540,
15405,116,0,
15405,117,0,
15405,118,0,
15405,182,3421,
15405,277,1,
15405,422,1,
15405,633,1,
15419,9,40,
15419,182,3435,
15419,277,1,
15419,1180,,0.01
15419,1212,1,
15425,9,40,
15425,30,1,
15425,50,0,
15425,182,3432,
15425,277,1,
15425,422,1,
15425,633,11,
15439,9,40,
15439,30,0,
15439,50,22,
15439,134,,0.915
15439,144,,0.846375
15439,145,,1.09625
15439,146,,1.07
15439,147,,1.0575
15439,182,3424,
15439,277,2,
15439,422,1,
15439,633,13,
15462,182,3405,
15462,277,3,
15462,330,1800000,
15462,1087,2,
15465,182,3405,
15465,277,3,
15465,330,1800000,
15465,1087,1,
15508,51,4000,
15508,55,,2500000.0
15508,70,,100.0
15508,79,2000,
15508,109,,1.0
15508,110,,1.0
15508,111,,1.0
15508,113,,1.0
15508,114,,0.0
15508,116,,0.0
15508,118,,0.0
15508,136,,0.75
15508,154,2000,
15508,158,,3000.0
15508,184,3436,
15508,192,8,
15508,193,1,
15508,211,,12.5
15508,268,,0.9
15508,269,,0.75
15508,270,,0.55
15508,271,,1.0
15508,273,,0.6
15508,274,,0.8
15508,277,1,
15508,422,1,
15508,482,,1.0
15508,484,,0.75
15508,524,,0.75
15508,552,,50.0
15508,580,1,
15508,581,,1.0
15508,582,2500,
15508,583,,1.0
15508,633,0,
15508,1272,,10.0
15691,9,40,
15691,30,1,
15691,50,0,
15691,148,,1.0
15691,182,3394,
15691,277,1,
15691,422,1,
15691,633,9,
15691,984,,0.0
15691,985,,0.0
15691,986,,-30.0
15691,987,,0.0
15711,6,30,
15711,9,40,
15711,30,1,
15711,50,16,
15711,73,,20000.0
15711,633,9,
15711,984,,-55.0
15711,985,,0.0
15711,986,,0.0
15711,987,,0.0
15711,1180,,0.01
15711,1208,,20.0
15711,1211,,6.6
15711,1212,1,
15717,6,10,
15717,9,40,
15717,30,1,
15717,50,33,
15717,73,,20000.0
15717,633,8,
15717,984,,0.0
15717,985,,-50.0
15717,986,,0.0
15717,987,,0.0
15717,1180,,0.01
15717,1208,,20.0
15717,1211,,6.6
15717,1212,1,
15731,9,40,
15731,30,1,
15731,50,25,
15731,148,,1.0
15731,182,3394,
15731,277,3,
15731,422,1,
15731,633,8,
15731,984,,0.0
15731,985,,0.0
15731,986,,0.0
15731,987,,-37.5
15737,9,40,
15737,30,1,
15737,50,25,
15737,148,,1.0
15737,182,3394,
15737,277,3,
15737,422,1,
15737,633,8,
15737,984,,0.0
15737,985,,0.0
15737,986,,-37.5
